country,year,size_predicted_lower,size_predicted_median,size_predicted_upper,scenario,area_to_burn.1,area_to_burn.2,area_to_burn.3,area_to_burn.4,area_to_burn.5,model
Germany,2081,28.28178822,392.6312635,6580.772136,SSP1-2.6,4327.282,1448.282,2668.282,2297.282,3320.282,MPI-ESM1-2-LR
Spain,2081,3683.288286,43633.11207,629077.0067,SSP1-2.6,416305.288,412420.288,41623.288,87664.288,101503.288,MPI-ESM1-2-LR
Sweden,2081,65.41453762,577.2687237,7055.59296,SSP1-2.6,2932.415,2620.415,4499.415,1659.415,1943.415,MPI-ESM1-2-LR
Germany,2082,17.95460481,209.5137918,3954.17234,SSP1-2.6,992.955,3758.955,1312.955,1904.955,1707.955,MPI-ESM1-2-LR
Spain,2082,3470.328612,45194.38075,694244.2852,SSP1-2.6,303754.329,268478.329,139731.329,308672.329,419899.329,MPI-ESM1-2-LR
Sweden,2082,51.35220757,462.8600346,6587.973019,SSP1-2.6,2312.352,4181.352,5748.352,1178.352,1642.352,MPI-ESM1-2-LR
Germany,2083,17.52384411,221.7285713,3665.82082,SSP1-2.6,555.524,773.524,2534.524,1949.524,1824.524,MPI-ESM1-2-LR
Spain,2083,4460.238361,53993.67777,816887.7194,SSP1-2.6,441512.238,389180.238,222201.238,764550.238,579117.238,MPI-ESM1-2-LR
Sweden,2083,47.99809842,437.9127708,6567.977217,SSP1-2.6,6296.998,4453.998,1203.998,1946.998,1096.998,MPI-ESM1-2-LR
Germany,2084,21.1764611,245.4091241,3743.535652,SSP1-2.6,927.176,3315.176,3133.176,3089.176,2030.176,MPI-ESM1-2-LR
Spain,2084,4468.996619,52533.68867,761561.521,SSP1-2.6,164105.997,398889.997,86183.997,54434.997,665612.997,MPI-ESM1-2-LR
Sweden,2084,47.32235493,413.0319254,5658.484464,SSP1-2.6,56.322,2150.322,5045.322,2312.322,3385.322,MPI-ESM1-2-LR
Germany,2085,20.56441816,283.2414333,4442.772759,SSP1-2.6,3879.564,268.564,2120.564,2432.564,729.564,MPI-ESM1-2-LR
Spain,2085,4371.129618,50407.57596,922414.8637,SSP1-2.6,788276.13,587295.13,361790.13,628489.13,530858.13,MPI-ESM1-2-LR
Sweden,2085,47.80087764,446.2892838,5378.762984,SSP1-2.6,5054.801,3882.801,2191.801,2959.801,1344.801,MPI-ESM1-2-LR
Germany,2086,20.19048932,262.6778536,4414.207466,SSP1-2.6,1524.19,2301.19,99.19,1002.19,1917.19,MPI-ESM1-2-LR
Spain,2086,3221.694262,35018.4819,544315.2582,SSP1-2.6,274749.694,112241.694,367799.694,415552.694,382138.694,MPI-ESM1-2-LR
Sweden,2086,53.14265911,452.5970769,5472.143001,SSP1-2.6,3691.143,429.143,411.143,885.143,4795.143,MPI-ESM1-2-LR
Germany,2087,21.3853917,271.2195453,4729.611049,SSP1-2.6,1488.385,1371.385,1355.385,1077.385,3277.385,MPI-ESM1-2-LR
Spain,2087,3069.544929,35006.14253,524909.3078,SSP1-2.6,275150.545,375646.545,463288.545,96133.545,397632.545,MPI-ESM1-2-LR
Sweden,2087,57.66565359,497.7684777,5636.512968,SSP1-2.6,5018.666,363.666,3316.666,3498.666,5188.666,MPI-ESM1-2-LR
Germany,2088,19.96973915,288.0907975,4648.750559,SSP1-2.6,104.97,467.97,4171.97,1599.97,812.97,MPI-ESM1-2-LR
Spain,2088,3888.394997,49496.82668,845838.6344,SSP1-2.6,122303.395,249170.395,81232.395,448988.395,317280.395,MPI-ESM1-2-LR
Sweden,2088,49.90920909,473.8218299,5807.373726,SSP1-2.6,4496.909,1957.909,4626.909,1502.909,3621.909,MPI-ESM1-2-LR
Germany,2089,23.95225877,293.034365,4594.793706,SSP1-2.6,1257.952,2122.952,1180.952,912.952,2527.952,MPI-ESM1-2-LR
Spain,2089,4124.788101,53175.74001,763542.7686,SSP1-2.6,28014.788,535286.788,156049.788,686863.788,664917.788,MPI-ESM1-2-LR
Sweden,2089,61.00544063,506.934801,6624.317184,SSP1-2.6,4025.005,5181.005,2121.005,6506.005,5595.005,MPI-ESM1-2-LR
Germany,2090,31.77385456,387.6048155,6991.696105,SSP1-2.6,3146.774,4760.774,5810.774,6482.774,352.774,MPI-ESM1-2-LR
Spain,2090,4229.915371,52278.82268,851301.8096,SSP1-2.6,776226.915,773458.915,777614.915,515313.915,409583.915,MPI-ESM1-2-LR
Sweden,2090,57.32851055,507.6160062,6955.988656,SSP1-2.6,3863.329,4991.329,6665.329,3412.329,2753.329,MPI-ESM1-2-LR
Germany,2091,31.75308891,394.5433804,7023.219537,SSP1-2.6,6769.753,4937.753,5170.753,2940.753,4838.753,MPI-ESM1-2-LR
Spain,2091,3743.440272,45222.46603,689791.2458,SSP1-2.6,444780.44,415428.44,236483.44,522338.44,610960.44,MPI-ESM1-2-LR
Sweden,2091,50.73858117,468.7074625,6336.25917,SSP1-2.6,112.739,2366.739,2092.739,388.739,189.739,MPI-ESM1-2-LR
Germany,2092,31.14447561,405.1077592,6520.804716,SSP1-2.6,916.144,2036.144,1794.144,4831.144,1767.144,MPI-ESM1-2-LR
Spain,2092,4037.126739,44722.70281,724277.9167,SSP1-2.6,57915.127,174158.127,40545.127,34491.127,6052.127,MPI-ESM1-2-LR
Sweden,2092,54.26926761,477.3941169,6089.972953,SSP1-2.6,4303.269,4143.269,2842.269,4032.269,151.269,MPI-ESM1-2-LR
Germany,2093,16.21866735,203.2248055,3238.19929,SSP1-2.6,1884.219,1805.219,2390.219,1785.219,2035.219,MPI-ESM1-2-LR
Spain,2093,3875.24247,44673.00049,684942.1289,SSP1-2.6,11841.242,674602.242,380376.242,150644.242,256616.242,MPI-ESM1-2-LR
Sweden,2093,49.76485408,463.7647326,6198.124318,SSP1-2.6,2088.765,2146.765,5773.765,4007.765,2041.765,MPI-ESM1-2-LR
Germany,2094,16.79043496,216.7917023,3530.897411,SSP1-2.6,308.79,416.79,1066.79,816.79,1606.79,MPI-ESM1-2-LR
Spain,2094,3584.383521,42674.0117,638438.0731,SSP1-2.6,60789.384,445339.384,432411.384,624847.384,404644.384,MPI-ESM1-2-LR
Sweden,2094,48.86236527,447.1985642,5519.64475,SSP1-2.6,2143.862,1478.862,5437.862,2020.862,4974.862,MPI-ESM1-2-LR
Germany,2095,18.19844407,222.4207056,3818.286505,SSP1-2.6,2645.198,3336.198,2952.198,2975.198,555.198,MPI-ESM1-2-LR
Spain,2095,3397.937419,40702.12878,602229.6403,SSP1-2.6,129679.937,450816.937,587410.937,318287.937,49339.937,MPI-ESM1-2-LR
Sweden,2095,55.89372304,500.6558777,6178.523962,SSP1-2.6,998.894,2033.894,2278.894,1643.894,3364.894,MPI-ESM1-2-LR
Germany,2096,17.68546292,230.2624217,3973.767497,SSP1-2.6,656.685,1941.685,3073.685,1417.685,3364.685,MPI-ESM1-2-LR
Spain,2096,2675.284939,36491.11245,499959.9647,SSP1-2.6,54325.285,270844.285,155172.285,396603.285,149612.285,MPI-ESM1-2-LR
Sweden,2096,57.57600443,501.6068379,6591.997106,SSP1-2.6,3664.576,5291.576,813.576,5152.576,255.576,MPI-ESM1-2-LR
Germany,2097,16.48132409,218.2529269,3468.762454,SSP1-2.6,2477.481,2633.481,2934.481,2391.481,301.481,MPI-ESM1-2-LR
Spain,2097,4224.211648,53610.14894,743487.0121,SSP1-2.6,280653.212,201318.212,541397.212,528026.212,559159.212,MPI-ESM1-2-LR
Sweden,2097,53.35636147,500.2860953,6222.975671,SSP1-2.6,4434.356,3444.356,2697.356,1765.356,1234.356,MPI-ESM1-2-LR
Germany,2098,14.86226377,213.0657222,3545.08623,SSP1-2.6,511.862,681.862,1678.862,2742.862,1586.862,MPI-ESM1-2-LR
Spain,2098,4147.441017,49032.32564,730204.4345,SSP1-2.6,689580.441,154104.441,579773.441,90411.441,233749.441,MPI-ESM1-2-LR
Sweden,2098,44.90989216,383.519877,4746.689749,SSP1-2.6,4710.91,1872.91,2099.91,567.91,2494.91,MPI-ESM1-2-LR
Germany,2099,18.14165186,227.9477535,4186.648396,SSP1-2.6,2039.142,3037.142,645.142,3389.142,26.142,MPI-ESM1-2-LR
Spain,2099,4766.911438,54852.05792,1017597.202,SSP1-2.6,916388.911,554058.911,76186.911,819850.911,404980.911,MPI-ESM1-2-LR
Sweden,2099,44.52796084,400.755209,5286.976777,SSP1-2.6,2163.528,4983.528,3317.528,5198.528,3613.528,MPI-ESM1-2-LR
Germany,2021,26.23236104,365.7616018,5929.777589,SSP2-4.5,4319.232,4835.232,5343.232,4216.232,3701.232,MPI-ESM1-2-LR
Spain,2021,4106.61995,51681.27525,854640.8228,SSP2-4.5,337470.62,89782.62,758886.62,238291.62,830670.62,MPI-ESM1-2-LR
Sweden,2021,56.58590867,502.9338963,6019.454126,SSP2-4.5,1990.586,3749.586,1619.586,2161.586,4765.586,MPI-ESM1-2-LR
Germany,2022,29.45474744,365.9803395,6226.283543,SSP2-4.5,4799.455,3636.455,4866.455,4887.455,6027.455,MPI-ESM1-2-LR
Spain,2022,3998.782821,52979.67063,729265.4057,SSP2-4.5,451126.783,669126.783,681017.783,356037.783,199537.783,MPI-ESM1-2-LR
Sweden,2022,58.65225865,496.11706,5845.192728,SSP2-4.5,4018.652,689.652,2956.652,1592.652,4755.652,MPI-ESM1-2-LR
Germany,2023,30.09472539,368.9173304,6195.198514,SSP2-4.5,759.095,852.095,2020.095,5307.095,245.095,MPI-ESM1-2-LR
Spain,2023,4401.407687,48886.45421,744955.5595,SSP2-4.5,359901.408,546213.408,715902.408,411115.408,128385.408,MPI-ESM1-2-LR
Sweden,2023,52.90301534,490.9481101,6943.074204,SSP2-4.5,4496.903,6803.903,5521.903,3963.903,6579.903,MPI-ESM1-2-LR
Germany,2024,13.74973165,193.5776913,3392.934949,SSP2-4.5,451.75,555.75,1228.75,444.75,2208.75,MPI-ESM1-2-LR
Spain,2024,3535.650597,42108.27483,565014.0297,SSP2-4.5,225353.651,228527.651,238547.651,216891.651,38871.651,MPI-ESM1-2-LR
Sweden,2024,40.7223955,370.296454,5231.648097,SSP2-4.5,3704.722,2753.722,204.722,4827.722,2993.722,MPI-ESM1-2-LR
Germany,2025,13.05811292,184.544597,3411.320054,SSP2-4.5,3057.058,2141.058,3128.058,844.058,1450.058,MPI-ESM1-2-LR
Spain,2025,3381.697928,39135.27308,581187.7074,SSP2-4.5,560223.698,56055.698,569351.698,508437.698,191210.698,MPI-ESM1-2-LR
Sweden,2025,36.42580836,369.1251094,5118.86017,SSP2-4.5,4246.426,3925.426,1705.426,2053.426,3079.426,MPI-ESM1-2-LR
Germany,2026,18.33661711,226.9601655,3896.124239,SSP2-4.5,2470.337,1513.337,3460.337,2304.337,507.337,MPI-ESM1-2-LR
Spain,2026,3174.890422,40712.55237,615357.2599,SSP2-4.5,53432.89,126185.89,51915.89,152186.89,320442.89,MPI-ESM1-2-LR
Sweden,2026,35.05237713,332.2401002,4857.124882,SSP2-4.5,260.052,797.052,3844.052,2295.052,1823.052,MPI-ESM1-2-LR
Germany,2027,18.74163715,244.9064121,3716.559684,SSP2-4.5,3016.742,1444.742,842.742,545.742,1046.742,MPI-ESM1-2-LR
Spain,2027,3462.029337,39720.54715,610798.9562,SSP2-4.5,276878.029,217230.029,513156.029,280512.029,158604.029,MPI-ESM1-2-LR
Sweden,2027,36.69306086,372.4291739,4424.438003,SSP2-4.5,3975.693,2167.693,2886.693,3815.693,4112.693,MPI-ESM1-2-LR
Germany,2028,24.26932529,279.5921042,4419.162424,SSP2-4.5,221.269,3309.269,1724.269,2859.269,4264.269,MPI-ESM1-2-LR
Spain,2028,3626.803349,49311.06474,766691.5217,SSP2-4.5,571321.803,356952.803,229106.803,197185.803,452621.803,MPI-ESM1-2-LR
Sweden,2028,46.01012919,390.1130992,4944.027203,SSP2-4.5,1002.01,4623.01,1718.01,2184.01,1079.01,MPI-ESM1-2-LR
Germany,2029,24.12187889,287.3841673,4469.09922,SSP2-4.5,1419.122,1922.122,3513.122,4286.122,1076.122,MPI-ESM1-2-LR
Spain,2029,4581.684032,62164.39237,946582.3232,SSP2-4.5,203726.684,589129.684,341925.684,367271.684,308744.684,MPI-ESM1-2-LR
Sweden,2029,49.69033392,437.9226499,5418.62355,SSP2-4.5,2145.69,3911.69,257.69,5168.69,3130.69,MPI-ESM1-2-LR
Germany,2030,25.17874985,289.3655627,4487.206063,SSP2-4.5,2849.179,710.179,263.179,666.179,3981.179,MPI-ESM1-2-LR
Spain,2030,4591.138769,59934.13465,907621.9159,SSP2-4.5,92485.139,835060.139,686590.139,653872.139,658016.139,MPI-ESM1-2-LR
Sweden,2030,49.57267581,447.7263147,5963.884972,SSP2-4.5,2947.573,4959.573,4302.573,5028.573,5806.573,MPI-ESM1-2-LR
Germany,2031,22.06540038,267.0867372,4165.996448,SSP2-4.5,174.065,4145.065,3865.065,58.065,3372.065,MPI-ESM1-2-LR
Spain,2031,4649.744595,58372.88764,855710.7601,SSP2-4.5,771028.745,416791.745,240075.745,136029.745,850759.745,MPI-ESM1-2-LR
Sweden,2031,50.03748465,450.4575991,5730.099543,SSP2-4.5,5347.037,1327.037,4247.037,4371.037,5466.037,MPI-ESM1-2-LR
Germany,2032,22.32145747,269.9468495,4018.545267,SSP2-4.5,2466.321,360.321,2620.321,3105.321,2240.321,MPI-ESM1-2-LR
Spain,2032,3795.8849,46076.35831,805846.8313,SSP2-4.5,369203.885,284944.885,537356.885,8008.885,765671.885,MPI-ESM1-2-LR
Sweden,2032,48.79991122,429.7171856,5613.44588,SSP2-4.5,2858.8,1455.8,2403.8,3176.8,1490.8,MPI-ESM1-2-LR
Germany,2033,23.90325254,315.0983624,5192.742461,SSP2-4.5,1452.903,297.903,1036.903,4505.903,4422.903,MPI-ESM1-2-LR
Spain,2033,4232.138491,49460.64838,771881.1572,SSP2-4.5,637251.138,216088.138,644459.138,357436.138,461193.138,MPI-ESM1-2-LR
Sweden,2033,52.54207896,448.5499699,5600.458462,SSP2-4.5,3272.542,2473.542,2492.542,2293.542,3517.542,MPI-ESM1-2-LR
Germany,2034,25.71611184,302.419213,4274.261287,SSP2-4.5,2316.716,3393.716,3284.716,2382.716,3517.716,MPI-ESM1-2-LR
Spain,2034,3921.880383,46407.73947,705444.6399,SSP2-4.5,133914.88,314166.88,82618.88,636078.88,504643.88,MPI-ESM1-2-LR
Sweden,2034,56.42250413,538.5246379,7562.758871,SSP2-4.5,1922.423,5629.423,1310.423,1773.423,2614.423,MPI-ESM1-2-LR
Germany,2035,26.83870856,315.4029142,5726.351333,SSP2-4.5,2415.839,4326.839,4345.839,3045.839,1458.839,MPI-ESM1-2-LR
Spain,2035,4026.149687,44267.4094,710486.0331,SSP2-4.5,448172.15,429404.15,696784.15,94153.15,445298.15,MPI-ESM1-2-LR
Sweden,2035,60.05372278,530.7098139,6861.583635,SSP2-4.5,2282.054,2738.054,2962.054,5174.054,2314.054,MPI-ESM1-2-LR
Germany,2036,17.95271169,232.9209679,4527.836807,SSP2-4.5,998.953,3000.953,1417.953,2959.953,3544.953,MPI-ESM1-2-LR
Spain,2036,4003.760108,49400.07378,778482.1447,SSP2-4.5,414820.76,670026.76,258327.76,421322.76,707689.76,MPI-ESM1-2-LR
Sweden,2036,54.74303967,492.1648694,6621.976234,SSP2-4.5,4519.743,2152.743,5035.743,4615.743,1246.743,MPI-ESM1-2-LR
Germany,2037,16.90829864,232.8702432,3456.338296,SSP2-4.5,1969.908,2359.908,2472.908,3076.908,577.908,MPI-ESM1-2-LR
Spain,2037,4171.640428,51827.13809,731973.5544,SSP2-4.5,315255.64,420728.64,388848.64,399564.64,631391.64,MPI-ESM1-2-LR
Sweden,2037,42.1678418,383.8840314,4785.42687,SSP2-4.5,4655.168,4476.168,161.168,4535.168,1945.168,MPI-ESM1-2-LR
Germany,2038,16.60319325,211.1801685,3667.938518,SSP2-4.5,3132.603,185.603,2839.603,2240.603,140.603,MPI-ESM1-2-LR
Spain,2038,4682.521554,56956.39156,954037.9928,SSP2-4.5,163249.522,73319.522,821342.522,687486.522,600974.522,MPI-ESM1-2-LR
Sweden,2038,40.72881989,359.5214117,4780.118075,SSP2-4.5,2251.729,1658.729,546.729,3608.729,1714.729,MPI-ESM1-2-LR
Germany,2039,15.9335054,208.5172413,3717.358348,SSP2-4.5,387.934,3547.934,2520.934,177.934,1206.934,MPI-ESM1-2-LR
Spain,2039,5019.275216,65743.85082,1048725.157,SSP2-4.5,328573.275,80340.275,831454.275,27352.275,148388.275,MPI-ESM1-2-LR
Sweden,2039,41.73805232,363.3137236,4494.264791,SSP2-4.5,3592.738,2854.738,3178.738,3550.738,3075.738,MPI-ESM1-2-LR
Germany,2040,19.6265698,249.1392539,4006.141998,SSP2-4.5,456.627,568.627,2904.627,2497.627,2602.627,MPI-ESM1-2-LR
Spain,2040,5225.7865,66369.83036,1061110.732,SSP2-4.5,217579.787,170547.787,161098.787,410283.787,803323.787,MPI-ESM1-2-LR
Sweden,2040,41.2354955,368.4497526,4854.831193,SSP2-4.5,2879.235,3025.235,3619.235,1895.235,2357.235,MPI-ESM1-2-LR
Germany,2041,23.10230408,302.2039915,4360.370976,SSP2-4.5,3398.102,3972.102,2390.102,2791.102,1476.102,MPI-ESM1-2-LR
Spain,2041,4738.64615,61203.29294,865472.8846,SSP2-4.5,307551.646,625828.646,151732.646,525517.646,79700.646,MPI-ESM1-2-LR
Sweden,2041,49.63589014,453.3554899,5357.016881,SSP2-4.5,5244.636,436.636,547.636,134.636,1176.636,MPI-ESM1-2-LR
Germany,2042,22.8642434,315.4700592,5007.68077,SSP2-4.5,2132.864,3361.864,3499.864,912.864,1665.864,MPI-ESM1-2-LR
Spain,2042,4694.901067,55175.54866,770834.927,SSP2-4.5,446202.901,295407.901,364797.901,180483.901,451895.901,MPI-ESM1-2-LR
Sweden,2042,65.9359965,537.8625426,6726.278753,SSP2-4.5,640.936,670.936,4355.936,5203.936,5689.936,MPI-ESM1-2-LR
Germany,2043,25.45260426,312.42733,4706.311035,SSP2-4.5,4511.453,517.453,4077.453,2452.453,2099.453,MPI-ESM1-2-LR
Spain,2043,4274.148719,53689.47325,863191.6129,SSP2-4.5,687743.149,398948.149,386446.149,846962.149,64029.149,MPI-ESM1-2-LR
Sweden,2043,68.11468162,571.33986,6361.979576,SSP2-4.5,1274.115,2196.115,564.115,4431.115,3576.115,MPI-ESM1-2-LR
Germany,2044,24.73197138,268.5974105,4709.390983,SSP2-4.5,3996.732,1691.732,3102.732,813.732,3451.732,MPI-ESM1-2-LR
Spain,2044,4626.411904,53092.14345,839777.6062,SSP2-4.5,771411.412,328262.412,489617.412,651091.412,561903.412,MPI-ESM1-2-LR
Sweden,2044,68.77901809,582.470132,6983.546079,SSP2-4.5,2024.779,1889.779,1894.779,4649.779,2556.779,MPI-ESM1-2-LR
Germany,2045,18.359162,256.3794799,4005.97525,SSP2-4.5,1104.359,747.359,3088.359,237.359,2428.359,MPI-ESM1-2-LR
Spain,2045,4610.213239,52662.69941,838417.5602,SSP2-4.5,757707.213,614253.213,565559.213,780754.213,202279.213,MPI-ESM1-2-LR
Sweden,2045,51.97528557,468.1204528,6165.601102,SSP2-4.5,5654.975,5667.975,452.975,1862.975,4356.975,MPI-ESM1-2-LR
Germany,2046,28.54819573,332.4342911,5257.505511,SSP2-4.5,2646.548,506.548,2221.548,4658.548,2096.548,MPI-ESM1-2-LR
Spain,2046,4987.680872,56148.56855,903811.394,SSP2-4.5,623333.681,665749.681,92321.681,847027.681,507857.681,MPI-ESM1-2-LR
Sweden,2046,54.54186219,487.0072373,6079.793635,SSP2-4.5,5047.542,4162.542,2848.542,1859.542,3574.542,MPI-ESM1-2-LR
Germany,2047,28.0088718,330.0903214,6017.385421,SSP2-4.5,4420.009,5305.009,2960.009,1411.009,5121.009,MPI-ESM1-2-LR
Spain,2047,4804.018527,61166.43355,910063.1042,SSP2-4.5,643478.019,665126.019,566611.019,771247.019,863212.019,MPI-ESM1-2-LR
Sweden,2047,60.84189687,576.8442182,6518.108517,SSP2-4.5,5671.842,4665.842,2966.842,6180.842,6356.842,MPI-ESM1-2-LR
Germany,2048,28.12849154,333.754865,6038.259799,SSP2-4.5,5321.128,679.128,208.128,5908.128,4566.128,MPI-ESM1-2-LR
Spain,2048,4980.78203,59562.31166,935376.3138,SSP2-4.5,927028.782,363195.782,476186.782,255349.782,160211.782,MPI-ESM1-2-LR
Sweden,2048,54.87497254,522.4971706,6735.87524,SSP2-4.5,2851.875,904.875,2667.875,4770.875,4392.875,MPI-ESM1-2-LR
Germany,2049,22.68200874,301.9370266,5718.019265,SSP2-4.5,1826.682,1270.682,2768.682,2295.682,4259.682,MPI-ESM1-2-LR
Spain,2049,4926.403743,61647.33739,928482.8982,SSP2-4.5,708353.404,639975.404,546865.404,768295.404,307151.404,MPI-ESM1-2-LR
Sweden,2049,63.66655117,523.6562603,7505.009636,SSP2-4.5,6355.667,6301.667,1203.667,7384.667,1664.667,MPI-ESM1-2-LR
Germany,2050,22.21069885,307.1647112,5014.155564,SSP2-4.5,2073.211,4100.211,332.211,3780.211,2522.211,MPI-ESM1-2-LR
Spain,2050,4581.88171,53348.43549,837562.0264,SSP2-4.5,485820.882,160268.882,287220.882,117564.882,280837.882,MPI-ESM1-2-LR
Sweden,2050,47.58357028,436.9020713,5007.349693,SSP2-4.5,2497.584,3318.584,4739.584,575.584,1554.584,MPI-ESM1-2-LR
Germany,2051,27.65933274,293.6034695,4807.18189,SSP2-4.5,124.659,2510.659,2655.659,1732.659,3963.659,MPI-ESM1-2-LR
Spain,2051,4139.545481,50105.59316,716796.7545,SSP2-4.5,361846.545,126518.545,576441.545,430551.545,564939.545,MPI-ESM1-2-LR
Sweden,2051,48.17627856,432.3978169,6138.97563,SSP2-4.5,566.176,2026.176,1456.176,5615.176,390.176,MPI-ESM1-2-LR
Germany,2052,17.23491363,233.8207065,4194.422633,SSP2-4.5,2857.235,199.235,3148.235,3807.235,4089.235,MPI-ESM1-2-LR
Spain,2052,3856.895021,47630.68466,650210.998,SSP2-4.5,83470.895,298586.895,226127.895,9207.895,133701.895,MPI-ESM1-2-LR
Sweden,2052,53.12916141,482.0242838,6190.03789,SSP2-4.5,5241.129,835.129,335.129,3614.129,2928.129,MPI-ESM1-2-LR
Germany,2053,17.69879542,238.152181,4315.197007,SSP2-4.5,697.699,4036.699,767.699,747.699,2191.699,MPI-ESM1-2-LR
Spain,2053,4196.914117,54839.46946,801819.0386,SSP2-4.5,729747.914,688539.914,431094.914,744538.914,711214.914,MPI-ESM1-2-LR
Sweden,2053,55.24338326,472.2337588,5680.728875,SSP2-4.5,5665.243,3256.243,1657.243,1317.243,1470.243,MPI-ESM1-2-LR
Germany,2054,19.62967855,257.9034855,3925.288791,SSP2-4.5,649.63,810.63,318.63,888.63,489.63,MPI-ESM1-2-LR
Spain,2054,4691.88424,57232.43361,907118.5553,SSP2-4.5,829084.884,74811.884,348266.884,18526.884,131118.884,MPI-ESM1-2-LR
Sweden,2054,47.50329199,452.4122075,6124.491929,SSP2-4.5,3469.503,3324.503,304.503,5955.503,3625.503,MPI-ESM1-2-LR
Germany,2055,18.53126511,242.5524171,4616.350071,SSP2-4.5,2684.531,1528.531,4017.531,4406.531,4557.531,MPI-ESM1-2-LR
Spain,2055,4649.342916,61364.48586,939337.6827,SSP2-4.5,937183.343,93457.343,341548.343,101496.343,846257.343,MPI-ESM1-2-LR
Sweden,2055,42.07337212,422.7805998,5365.81548,SSP2-4.5,633.073,5113.073,3531.073,3909.073,3100.073,MPI-ESM1-2-LR
Germany,2056,21.15491449,267.316854,4226.561452,SSP2-4.5,2423.155,1765.155,2631.155,4088.155,599.155,MPI-ESM1-2-LR
Spain,2056,4423.351936,57620.15476,914037.549,SSP2-4.5,646850.352,747767.352,616960.352,284398.352,699117.352,MPI-ESM1-2-LR
Sweden,2056,60.28435765,526.5565296,6478.390726,SSP2-4.5,570.284,5222.284,2753.284,1675.284,2316.284,MPI-ESM1-2-LR
Germany,2057,23.65278458,294.660505,4718.115142,SSP2-4.5,2229.653,2926.653,644.653,4611.653,957.653,MPI-ESM1-2-LR
Spain,2057,5910.752572,74948.78604,1266579.166,SSP2-4.5,11371.753,782964.753,595654.753,964896.753,336968.753,MPI-ESM1-2-LR
Sweden,2057,55.38085357,527.6455994,6464.88529,SSP2-4.5,1019.381,844.381,6211.381,6267.381,5007.381,MPI-ESM1-2-LR
Germany,2058,21.50972737,289.1917192,4650.897138,SSP2-4.5,3350.51,3337.51,3344.51,1788.51,3761.51,MPI-ESM1-2-LR
Spain,2058,5430.927084,74104.96598,1205856.299,SSP2-4.5,1187414.927,960747.927,634487.927,172799.927,487776.927,MPI-ESM1-2-LR
Sweden,2058,55.79082878,519.4017345,6178.244965,SSP2-4.5,3793.791,5645.791,4304.791,2093.791,6044.791,MPI-ESM1-2-LR
Germany,2059,26.18002061,325.4694249,4511.586531,SSP2-4.5,308.18,2228.18,2586.18,701.18,3500.18,MPI-ESM1-2-LR
Spain,2059,5519.606205,73594.87271,1289401.259,SSP2-4.5,837231.606,1187980.606,574920.606,305288.606,1056669.606,MPI-ESM1-2-LR
Sweden,2059,50.35631502,468.4985699,5617.39545,SSP2-4.5,3593.356,2529.356,359.356,2885.356,3888.356,MPI-ESM1-2-LR
Germany,2060,27.28405819,307.9981952,4273.453308,SSP2-4.5,406.284,2784.284,1724.284,2885.284,2044.284,MPI-ESM1-2-LR
Spain,2060,3726.152869,48170.57896,725875.611,SSP2-4.5,62018.153,599483.153,229338.153,570853.153,588379.153,MPI-ESM1-2-LR
Sweden,2060,54.73205377,450.3054647,5659.856492,SSP2-4.5,4581.732,863.732,2818.732,431.732,1428.732,MPI-ESM1-2-LR
Germany,2061,46.02792872,539.340635,9495.337623,SSP2-4.5,5859.028,1199.028,5211.028,5301.028,8087.028,MPI-ESM1-2-LR
Spain,2061,3460.863631,43666.36589,655395.2169,SSP2-4.5,221554.864,426989.864,355391.864,413632.864,21433.864,MPI-ESM1-2-LR
Sweden,2061,102.9689935,935.5812683,11582.18566,SSP2-4.5,9119.969,7853.969,9300.969,9903.969,7395.969,MPI-ESM1-2-LR
Germany,2062,44.192797,571.7899478,9012.949412,SSP2-4.5,4579.193,2232.193,1631.193,7542.193,6049.193,MPI-ESM1-2-LR
Spain,2062,4009.982287,47532.02801,711933.3462,SSP2-4.5,233449.982,296109.982,368042.982,641413.982,228884.982,MPI-ESM1-2-LR
Sweden,2062,112.7037806,965.6439433,11804.76371,SSP2-4.5,3929.704,10551.704,5948.704,4554.704,1189.704,MPI-ESM1-2-LR
Germany,2063,45.22468555,569.2309705,8418.19621,SSP2-4.5,5732.225,1710.225,6496.225,5113.225,6729.225,MPI-ESM1-2-LR
Spain,2063,4557.776981,58256.10076,925502.8298,SSP2-4.5,336513.777,833132.777,837061.777,126313.777,218410.777,MPI-ESM1-2-LR
Sweden,2063,102.9614042,945.2967595,11878.58594,SSP2-4.5,7714.961,6284.961,9376.961,1654.961,8482.961,MPI-ESM1-2-LR
Germany,2064,31.58797774,369.9770458,6063.955936,SSP2-4.5,2575.588,742.588,3358.588,801.588,936.588,MPI-ESM1-2-LR
Spain,2064,4936.877306,61417.56357,983632.9438,SSP2-4.5,758483.877,980671.877,931836.877,116529.877,417173.877,MPI-ESM1-2-LR
Sweden,2064,63.77316432,542.809203,6551.338992,SSP2-4.5,325.773,696.773,4208.773,1900.773,6291.773,MPI-ESM1-2-LR
Germany,2065,24.66525038,288.9542385,5317.913282,SSP2-4.5,5151.665,2529.665,3331.665,361.665,1046.665,MPI-ESM1-2-LR
Spain,2065,4900.884778,57704.5496,908378.804,SSP2-4.5,581739.885,479746.885,13858.885,241018.885,386635.885,MPI-ESM1-2-LR
